user_id,sku_id,time,model_id,type,cate,brand
70062,168043,2016-03-01 03:23:13,,6,6,269
70062,168043,2016-03-01 03:28:48,,6,6,269
70062,168043,2016-03-01 09:48:13,,6,6,269
70062,168043,2016-03-01 09:48:31,,6,6,269
70062,168043,2016-03-01 03:28:48,,6,6,269
70062,168043,2016-03-01 03:01:00,,6,6,269
70062,168043,2016-03-01 17:10:49,,6,6,269
70062,168043,2016-03-01 03:29:11,,6,6,269
70062,168043,2016-03-01 21:48:28,,6,6,269
70062,168043,2016-03-01 09:47:43,,6,6,269
76787,153395,2016-03-01 17:20:48,,6,8,545
70062,168043,2016-03-01 03:31:52,,6,6,269
76787,153395,2016-03-01 17:19:56,,6,8,545
83231,56797,2016-03-01 10:50:18,,6,5,489
83231,56797,2016-03-01 10:50:21,,6,5,489
76787,153395,2016-03-01 17:42:39,,6,8,545
76787,153395,2016-03-01 17:22:15,,6,8,545
76787,153395,2016-03-01 17:22:15,,6,8,545
47716,85249,2016-03-01 08:51:04,,6,8,766
83231,56797,2016-03-01 10:49:19,,6,5,489
70062,168043,2016-03-01 02:54:59,,6,6,269
54283,168043,2016-03-01 22:19:25,,6,6,269
54283,168043,2016-03-01 22:19:27,,6,6,269
54283,168043,2016-03-01 22:24:56,,6,6,269
93088,153395,2016-03-01 14:55:55,,6,8,545
54283,168043,2016-03-01 22:24:56,,6,6,269
70062,168043,2016-03-01 10:04:10,,6,6,269
70062,168043,2016-03-01 09:48:26,,6,6,269
70062,168043,2016-03-01 21:47:19,,6,6,269
70062,168043,2016-03-01 09:48:26,,6,6,269
29040,52695,2016-03-01 02:39:33,,6,9,640
29040,52695,2016-03-01 02:39:34,,6,9,640
44577,6701,2016-03-01 09:20:17,,6,9,399
44577,6701,2016-03-01 09:20:19,,6,9,399
44577,6701,2016-03-01 09:20:16,,6,9,399
351,106647,2016-03-01 00:20:41,,6,4,885
351,106647,2016-03-01 00:20:40,,6,4,885
47316,106647,2016-03-01 17:19:38,,6,4,885
47316,106647,2016-03-01 17:19:33,,6,4,885
47316,106647,2016-03-01 17:19:33,,6,4,885
93088,153395,2016-03-01 09:04:19,,6,8,545
86622,106647,2016-03-01 11:04:54,,6,4,885
93088,153395,2016-03-01 14:55:58,,6,8,545
93088,153395,2016-03-01 00:58:13,,6,8,545
93088,153395,2016-03-01 00:58:10,,6,8,545
86622,106647,2016-03-01 11:04:29,,6,4,885
86622,106647,2016-03-01 11:04:21,,6,4,885
86622,106647,2016-03-01 11:04:39,,6,4,885
86622,106647,2016-03-01 11:04:46,,6,4,885
86622,106647,2016-03-01 11:04:23,,6,4,885
82415,106647,2016-03-01 08:42:59,,6,4,885
82415,106647,2016-03-01 08:43:15,,6,4,885
2243,7338,2016-03-01 21:44:33,,6,8,214
83231,56797,2016-03-01 10:50:22,,6,5,489
93088,153395,2016-03-01 15:06:37,,6,8,545
2243,7338,2016-03-01 21:55:45,,6,8,214
83231,56797,2016-03-01 10:51:52,,6,5,489
93088,153395,2016-03-01 09:04:18,,6,8,545
83231,56797,2016-03-01 10:48:32,,6,5,489
93088,153395,2016-03-01 00:59:09,,6,8,545
70419,152199,2016-03-01 13:44:19,,6,5,159
93088,153395,2016-03-01 15:06:36,,6,8,545
99652,153395,2016-03-01 14:47:27,,6,8,545
99652,153395,2016-03-01 14:47:28,,6,8,545
62299,153395,2016-03-01 16:46:54,,6,8,545
62299,153395,2016-03-01 16:47:33,,6,8,545
62299,153395,2016-03-01 16:47:27,,6,8,545
62299,153395,2016-03-01 16:47:10,,6,8,545
62299,153395,2016-03-01 16:47:10,,6,8,545
76992,56797,2016-03-01 12:42:55,,6,5,489
62299,153395,2016-03-01 16:46:55,,6,8,545
76992,56797,2016-03-01 12:42:56,,6,5,489
64916,153395,2016-03-01 13:13:33,,6,8,545
98033,101664,2016-03-01 13:45:07,,6,8,693
31447,62476,2016-03-01 11:06:48,,6,8,214
63544,137883,2016-03-01 03:07:44,,6,8,214
32303,87502,2016-03-01 09:50:56,,6,8,214
32303,87502,2016-03-01 09:50:56,,6,8,214
72973,117739,2016-03-01 03:06:13,,6,6,693
71649,149492,2016-03-01 12:55:04,,6,11,214
71649,149492,2016-03-01 12:55:03,,6,11,214
71649,149492,2016-03-01 12:55:07,,6,11,214
71649,149492,2016-03-01 12:54:59,,6,11,214
2292,105559,2016-03-01 18:50:38,,6,8,214
2292,105559,2016-03-01 18:50:39,,6,8,214
2292,105559,2016-03-01 18:50:30,,6,8,214
2701,105559,2016-03-01 00:59:08,,6,8,214
2701,105559,2016-03-01 00:59:07,,6,8,214
94143,119516,2016-03-01 08:24:48,,6,4,885
94143,119516,2016-03-01 19:53:02,,6,4,885
72973,117739,2016-03-01 03:06:13,,6,6,693
94143,119516,2016-03-01 08:24:47,,6,4,885
94143,119516,2016-03-01 08:21:10,,6,4,885
94143,119516,2016-03-01 08:21:25,,6,4,885
94143,119516,2016-03-01 08:23:12,,6,4,885
94143,119516,2016-03-01 08:24:52,,6,4,885
94143,119516,2016-03-01 08:24:55,,6,4,885
64916,153395,2016-03-01 13:21:05,,6,8,545
64916,153395,2016-03-01 13:13:32,,6,8,545
64916,153395,2016-03-01 13:49:06,,6,8,545
64916,153395,2016-03-01 12:55:52,,6,8,545
64916,153395,2016-03-01 13:26:23,,6,8,545
64916,153395,2016-03-01 13:20:35,,6,8,545
64916,153395,2016-03-01 12:55:52,,6,8,545
64916,153395,2016-03-01 13:35:00,,6,8,545
64916,153395,2016-03-01 12:58:32,,6,8,545
64916,153395,2016-03-01 12:58:32,,6,8,545
64916,153395,2016-03-01 13:30:11,,6,8,545
64916,153395,2016-03-01 13:25:56,,6,8,545
64916,153395,2016-03-01 13:35:00,,6,8,545
64916,153395,2016-03-01 13:29:32,,6,8,545
64916,153395,2016-03-01 13:36:43,,6,8,545
64916,153395,2016-03-01 13:38:37,,6,8,545
64916,153395,2016-03-01 13:29:33,,6,8,545
64916,153395,2016-03-01 13:25:58,,6,8,545
64916,153395,2016-03-01 13:13:51,,6,8,545
64916,153395,2016-03-01 13:26:13,,6,8,545
64916,153395,2016-03-01 13:13:51,,6,8,545
64916,153395,2016-03-01 13:38:27,,6,8,545
64916,153395,2016-03-01 13:20:35,,6,8,545
64916,153395,2016-03-01 13:19:07,,6,8,545
64916,153395,2016-03-01 13:21:03,,6,8,545
2243,7338,2016-03-01 21:47:33,,6,8,214
94143,119516,2016-03-01 08:23:11,,6,4,885
98033,101664,2016-03-01 13:45:06,,6,8,693
2243,7338,2016-03-01 21:50:14,,6,8,214
87082,23530,2016-03-01 00:15:23,,6,6,124
87082,23530,2016-03-01 00:15:19,,6,6,124
49074,99110,2016-03-01 15:14:09,,6,5,570
49074,99110,2016-03-01 15:26:37,,6,5,570
49074,99110,2016-03-01 15:14:09,,6,5,570
60421,97714,2016-03-01 12:56:28,,6,4,174
59347,79400,2016-03-01 19:02:49,,6,4,200
49074,99110,2016-03-01 15:28:32,,6,5,570
64916,153395,2016-03-01 13:49:07,,6,8,545
49074,99110,2016-03-01 15:30:50,,6,5,570
60421,97714,2016-03-01 12:56:27,,6,4,174
49074,99110,2016-03-01 15:25:48,,6,5,570
49074,99110,2016-03-01 15:26:39,,6,5,570
79129,79400,2016-03-01 13:05:15,,6,4,200
79129,79400,2016-03-01 13:05:15,,6,4,200
64916,153395,2016-03-01 13:29:43,,6,8,545
64916,153395,2016-03-01 13:38:38,,6,8,545
64916,153395,2016-03-01 13:25:58,,6,8,545
64916,153395,2016-03-01 13:30:13,,6,8,545
64916,153395,2016-03-01 13:26:25,,6,8,545
64916,153395,2016-03-01 13:30:13,,6,8,545
82415,106647,2016-03-01 08:42:55,,6,4,885
82415,106647,2016-03-01 08:42:37,,6,4,885
64916,153395,2016-03-01 13:38:39,,6,8,545
64916,153395,2016-03-01 13:27:33,,6,8,545
64916,153395,2016-03-01 13:27:33,,6,8,545
82415,106647,2016-03-01 08:42:17,,6,4,885
82415,106647,2016-03-01 08:43:06,,6,4,885
64916,153395,2016-03-01 13:44:42,,6,8,545
49074,99110,2016-03-01 15:26:39,,6,5,570
82415,106647,2016-03-01 08:43:02,,6,4,885
82415,106647,2016-03-01 08:42:23,,6,4,885
82415,106647,2016-03-01 08:42:29,,6,4,885
82415,106647,2016-03-01 08:42:33,,6,4,885
82415,106647,2016-03-01 08:41:48,,6,4,885
93420,97714,2016-03-01 02:32:04,,6,4,174
64916,153395,2016-03-01 13:25:55,,6,8,545
82415,106647,2016-03-01 08:41:47,,6,4,885
82415,106647,2016-03-01 08:41:59,,6,4,885
82415,106647,2016-03-01 08:42:14,,6,4,885
64681,50922,2016-03-01 19:28:28,,6,4,174
64681,50922,2016-03-01 19:28:27,,6,4,174
64681,50922,2016-03-01 19:28:11,,6,4,174
64681,50922,2016-03-01 19:28:11,,6,4,174
64916,153395,2016-03-01 13:36:44,,6,8,545
64916,153395,2016-03-01 13:38:28,,6,8,545
88724,36692,2016-03-01 10:47:45,,6,4,174
88724,36692,2016-03-01 10:48:03,,6,4,174
88724,36692,2016-03-01 10:48:16,,6,4,174
34230,153395,2016-03-01 20:56:54,,6,8,545
88724,36692,2016-03-01 10:48:14,,6,4,174
93420,97714,2016-03-01 02:32:04,,6,4,174
88724,36692,2016-03-01 10:47:45,,6,4,174
78931,112822,2016-03-01 12:13:53,,6,4,519
62724,36692,2016-03-01 21:29:02,,6,4,174
78931,112822,2016-03-01 12:13:58,,6,4,519
62724,36692,2016-03-01 21:29:25,,6,4,174
62724,36692,2016-03-01 21:29:01,,6,4,174
92844,51205,2016-03-01 14:24:18,,6,8,545
